job_profiles_id,employee_id,job_role,seniority_level,years_experience,work_mode,salary_usd
78948,78948,Frontend Developer,Manager,18,Hybrid,59311
78949,78949,Cloud Engineer,Junior,9,Remote,49337
78950,78950,Data Scientist,Senior,17,On-site,158956
78951,78951,Software Engineer,Senior,15,Hybrid,40000
78952,78952,Software Engineer,Junior,15,Hybrid,62179
78953,78953,Frontend Developer,Junior,16,Remote,47575
78954,78954,Frontend Developer,Junior,9,On-site,40000
78955,78955,Full Stack Developer,Senior,1,On-site,136436
78956,78956,Product Manager,Senior,5,Remote,121189
78957,78957,Data Analyst,Senior,13,Hybrid,103209
78958,78958,Cybersecurity Engineer,Lead,7,Hybrid,116796
78959,78959,Frontend Developer,Mid,0,On-site,40000
78960,78960,Backend Developer,Senior,7,On-site,40000
78961,78961,Software Engineer,Lead,2,Hybrid,100223
78962,78962,ML Engineer,Junior,11,On-site,72404
78963,78963,Software Engineer,Manager,13,On-site,121067
78964,78964,ML Engineer,Manager,9,Remote,57986
78965,78965,DevOps Engineer,Mid,0,Remote,77254
78966,78966,Data Scientist,Mid,8,Hybrid,56778
78967,78967,Data Scientist,Senior,0,Hybrid,147761
78968,78968,Backend Developer,Senior,4,Hybrid,40000
78969,78969,Data Scientist,Senior,15,Remote,40000
78970,78970,Software Engineer,Senior,7,Hybrid,74008
78971,78971,Frontend Developer,Lead,13,Hybrid,40000
78972,78972,QA Engineer,Mid,21,Remote,40000
78973,78973,Data Analyst,Senior,2,Hybrid,107049
78974,78974,Full Stack Developer,Lead,18,Hybrid,140286
78975,78975,Data Scientist,Lead,7,Remote,142467
78976,78976,Data Scientist,Junior,25,Remote,58742
78977,78977,QA Engineer,Mid,13,Hybrid,58016
78978,78978,Full Stack Developer,Manager,0,Remote,45680
78979,78979,Product Manager,Junior,6,Hybrid,40000
78980,78980,Cybersecurity Engineer,Senior,2,On-site,40000
78981,78981,Frontend Developer,Lead,23,Remote,40000
78982,78982,Data Scientist,Senior,6,Remote,141497
78983,78983,Full Stack Developer,Junior,17,Remote,59452
78984,78984,Data Scientist,Junior,14,Remote,43517
78985,78985,Software Engineer,Lead,0,On-site,121828
78986,78986,Frontend Developer,Senior,1,On-site,77042
78987,78987,Cloud Engineer,Mid,13,Remote,109902
78988,78988,Software Engineer,Manager,6,On-site,99600
78989,78989,Software Engineer,Manager,8,Remote,55026
78990,78990,DevOps Engineer,Senior,10,Remote,134184
78991,78991,Cloud Engineer,Mid,0,On-site,95541
78992,78992,Frontend Developer,Junior,11,Remote,40430
78993,78993,Product Manager,Senior,19,Remote,120730
78994,78994,DevOps Engineer,Mid,0,Remote,107818
78995,78995,ML Engineer,Junior,12,Remote,71875
78996,78996,Software Engineer,Mid,7,Hybrid,115046
78997,78997,Software Engineer,Junior,0,Hybrid,69290
78998,78998,ML Engineer,Manager,10,Hybrid,155234
78999,78999,Software Engineer,Lead,8,On-site,119860
79000,79000,Product Manager,Senior,19,Remote,112031
79001,79001,Data Analyst,Junior,6,On-site,40000
79002,79002,Full Stack Developer,Principal,18,Hybrid,148079
79003,79003,ML Engineer,Lead,8,Hybrid,151698
79004,79004,Backend Developer,Mid,12,Remote,40000
79005,79005,QA Engineer,Junior,6,On-site,45147
79006,79006,Product Manager,Mid,2,On-site,82794
79007,79007,DevOps Engineer,Lead,18,Hybrid,103066
79008,79008,Software Engineer,Junior,10,On-site,66812
79009,79009,Data Scientist,Senior,7,Remote,112724
79010,79010,Cloud Engineer,Mid,17,On-site,92393
79011,79011,Data Analyst,Mid,18,Hybrid,60665
79012,79012,Cloud Engineer,Manager,4,Remote,166266
79013,79013,Frontend Developer,Principal,20,Hybrid,91275
79014,79014,QA Engineer,Mid,5,Remote,42117
79015,79015,Data Scientist,Junior,10,Remote,40000
79016,79016,Cloud Engineer,Junior,15,Remote,79990
79017,79017,ML Engineer,Principal,0,Remote,121570
79018,79018,DevOps Engineer,Senior,1,Hybrid,131135
79019,79019,DevOps Engineer,Mid,6,Remote,81793
79020,79020,Cloud Engineer,Manager,7,Remote,132092
79021,79021,Data Scientist,Manager,9,Hybrid,182974
79022,79022,Backend Developer,Lead,1,Remote,40240
79023,79023,Data Scientist,Mid,6,On-site,82579
79024,79024,Backend Developer,Senior,0,Hybrid,74084
79025,79025,Data Scientist,Senior,4,On-site,119479
79026,79026,Software Engineer,Senior,8,Hybrid,132662
79027,79027,Software Engineer,Senior,12,Hybrid,112368
79028,79028,DevOps Engineer,Senior,4,Remote,89855
79029,79029,Data Analyst,Mid,13,On-site,60604
79030,79030,Frontend Developer,Mid,4,Remote,75302
79031,79031,Data Scientist,Junior,11,Remote,80204
79032,79032,Software Engineer,Senior,0,Hybrid,138293
79033,79033,Cloud Engineer,Junior,7,On-site,80430
79034,79034,Cloud Engineer,Mid,3,Remote,77727
79035,79035,Full Stack Developer,Lead,5,On-site,153823
79036,79036,Full Stack Developer,Principal,9,Hybrid,134031
79037,79037,Backend Developer,Lead,4,Remote,40000
79038,79038,Frontend Developer,Mid,11,Remote,62120
79039,79039,Software Engineer,Senior,8,Remote,91583
79040,79040,Product Manager,Manager,25,On-site,53365
79041,79041,Software Engineer,Principal,11,On-site,141477
79042,79042,Frontend Developer,Mid,12,Remote,67274
79043,79043,DevOps Engineer,Lead,5,Hybrid,125326
79044,79044,Data Analyst,Senior,0,On-site,40000
79045,79045,Software Engineer,Manager,7,On-site,113983
79046,79046,Software Engineer,Junior,1,Hybrid,40000
79047,79047,Backend Developer,Junior,10,Hybrid,40000
79048,79048,Data Analyst,Lead,13,On-site,65620
79049,79049,Data Scientist,Junior,12,Hybrid,40000
79050,79050,Frontend Developer,Lead,9,Hybrid,84096
79051,79051,DevOps Engineer,Mid,1,Hybrid,58054
79052,79052,Product Manager,Mid,5,Hybrid,86448
79053,79053,Full Stack Developer,Junior,15,Remote,42370
79054,79054,Data Scientist,Lead,22,Remote,184706
79055,79055,Backend Developer,Senior,11,On-site,123438
79056,79056,QA Engineer,Manager,10,On-site,88008
79057,79057,Software Engineer,Mid,23,Remote,74209
79058,79058,Data Scientist,Junior,11,Hybrid,80833
79059,79059,DevOps Engineer,Senior,2,Remote,40000
79060,79060,Product Manager,Lead,10,On-site,164865
79061,79061,Data Scientist,Senior,21,Hybrid,102252
79062,79062,Backend Developer,Junior,15,Hybrid,40000
79063,79063,DevOps Engineer,Junior,8,Remote,43296
79064,79064,Software Engineer,Manager,1,Hybrid,112964
79065,79065,Software Engineer,Senior,0,Hybrid,77685
79066,79066,ML Engineer,Senior,11,Hybrid,40000
79067,79067,Cloud Engineer,Mid,5,Remote,40000
79068,79068,Backend Developer,Junior,8,Remote,53048
79069,79069,Frontend Developer,Senior,15,On-site,79430
79070,79070,Frontend Developer,Manager,0,Hybrid,115065
79071,79071,Backend Developer,Mid,8,Hybrid,70376
79072,79072,ML Engineer,Senior,18,Hybrid,122413
79073,79073,Data Scientist,Mid,1,Remote,40000
79074,79074,Software Engineer,Junior,17,Remote,56911
79075,79075,QA Engineer,Mid,11,Hybrid,40000
79076,79076,Data Analyst,Mid,10,Remote,40000
79077,79077,Data Analyst,Senior,10,Hybrid,59297
79078,79078,Cybersecurity Engineer,Junior,11,Hybrid,40000
79079,79079,DevOps Engineer,Lead,16,Hybrid,88142
79080,79080,Full Stack Developer,Senior,0,Remote,40000
79081,79081,Data Scientist,Manager,21,Hybrid,124276
79082,79082,Backend Developer,Junior,13,Remote,40000
79083,79083,Backend Developer,Senior,18,Hybrid,40000
79084,79084,Frontend Developer,Junior,13,On-site,65261
79085,79085,Data Scientist,Junior,25,Hybrid,40000
79086,79086,Backend Developer,Senior,6,Hybrid,133446
79087,79087,Software Engineer,Senior,22,Hybrid,107993
79088,79088,Full Stack Developer,Mid,3,On-site,96298
79089,79089,Backend Developer,Mid,10,On-site,40000
79090,79090,Full Stack Developer,Lead,17,Hybrid,117771
79091,79091,Software Engineer,Principal,11,Hybrid,120598
79092,79092,Backend Developer,Lead,0,Hybrid,157278
79093,79093,QA Engineer,Junior,13,Remote,40000
79094,79094,Software Engineer,Mid,5,Remote,40000
79095,79095,Cloud Engineer,Senior,15,Hybrid,155774
79096,79096,Software Engineer,Mid,3,Hybrid,73924
79097,79097,Software Engineer,Junior,5,On-site,44729
79098,79098,Frontend Developer,Mid,5,Remote,70535
79099,79099,Software Engineer,Lead,8,Hybrid,46990
79100,79100,ML Engineer,Manager,10,Hybrid,151027
79101,79101,Full Stack Developer,Junior,13,Hybrid,54739
79102,79102,ML Engineer,Mid,13,Hybrid,40000
79103,79103,ML Engineer,Mid,0,Remote,112285
79104,79104,Data Analyst,Junior,2,Hybrid,40000
79105,79105,DevOps Engineer,Senior,4,Remote,116859
79106,79106,Cybersecurity Engineer,Manager,8,Hybrid,50611
79107,79107,Frontend Developer,Senior,5,Hybrid,88842
79108,79108,Data Scientist,Mid,2,Hybrid,48614
79109,79109,Backend Developer,Senior,18,Hybrid,74660
79110,79110,Data Analyst,Junior,12,Remote,40000
79111,79111,Backend Developer,Manager,0,On-site,63918
79112,79112,Software Engineer,Senior,13,On-site,88764
79113,79113,ML Engineer,Junior,6,Hybrid,79324
79114,79114,Software Engineer,Mid,22,Hybrid,40000
79115,79115,Software Engineer,Lead,2,Hybrid,141723
79116,79116,Software Engineer,Lead,6,On-site,40163
79117,79117,Full Stack Developer,Junior,6,Hybrid,40000
79118,79118,Data Scientist,Junior,2,Hybrid,40000
79119,79119,Software Engineer,Mid,10,Remote,40000
79120,79120,DevOps Engineer,Junior,9,Hybrid,65774
79121,79121,Cloud Engineer,Manager,13,Hybrid,43583
79122,79122,Full Stack Developer,Mid,10,Hybrid,61674
79123,79123,Frontend Developer,Lead,10,Hybrid,128412
79124,79124,Data Scientist,Senior,22,Hybrid,126885
79125,79125,Product Manager,Senior,13,Remote,105220
79126,79126,Full Stack Developer,Mid,0,On-site,78119
79127,79127,ML Engineer,Mid,12,Hybrid,127476
79128,79128,Backend Developer,Senior,17,On-site,163948
79129,79129,Cloud Engineer,Lead,1,On-site,84681
79130,79130,Cybersecurity Engineer,Senior,2,Hybrid,102367
79131,79131,DevOps Engineer,Mid,13,Hybrid,86783
79132,79132,Software Engineer,Junior,16,On-site,54776
79133,79133,Software Engineer,Senior,10,On-site,98371
79134,79134,Full Stack Developer,Mid,10,Remote,40000
79135,79135,Data Analyst,Senior,19,On-site,75886
79136,79136,Full Stack Developer,Mid,5,Remote,40000
79137,79137,Data Scientist,Mid,1,On-site,42640
79138,79138,Data Analyst,Mid,9,On-site,65947
79139,79139,Data Scientist,Lead,11,Remote,145479
79140,79140,Data Scientist,Mid,10,Hybrid,104081
79141,79141,Backend Developer,Senior,12,Hybrid,84338
79142,79142,Backend Developer,Mid,22,Remote,40000
79143,79143,Data Scientist,Lead,11,Remote,156135
79144,79144,Data Analyst,Mid,0,Remote,86988
79145,79145,Data Scientist,Principal,5,On-site,51804
79146,79146,Data Analyst,Manager,11,Remote,143501
79147,79147,DevOps Engineer,Senior,16,On-site,138440
79148,79148,Software Engineer,Mid,10,Hybrid,95456
79149,79149,Software Engineer,Junior,3,Hybrid,69185
79150,79150,Full Stack Developer,Mid,4,Remote,104289
79151,79151,Backend Developer,Junior,6,Remote,51577
79152,79152,Product Manager,Mid,14,Hybrid,87924
79153,79153,Backend Developer,Mid,6,Hybrid,85354
79154,79154,Full Stack Developer,Mid,0,Remote,99365
79155,79155,Data Scientist,Mid,5,Remote,40000
79156,79156,Software Engineer,Senior,8,Remote,40000
79157,79157,Software Engineer,Mid,8,Remote,92517
79158,79158,Full Stack Developer,Mid,3,Hybrid,59225
79159,79159,Data Analyst,Senior,10,Remote,75028
79160,79160,Software Engineer,Mid,21,Hybrid,85161
79161,79161,Cybersecurity Engineer,Senior,8,Hybrid,96591
79162,79162,Software Engineer,Manager,9,On-site,99947
79163,79163,Data Scientist,Junior,0,Remote,40000
79164,79164,Data Analyst,Mid,13,Remote,40000
79165,79165,DevOps Engineer,Senior,7,Hybrid,107408
79166,79166,Software Engineer,Mid,14,Hybrid,73434
79167,79167,DevOps Engineer,Principal,23,On-site,123334
79168,79168,Full Stack Developer,Mid,3,Hybrid,40000
79169,79169,DevOps Engineer,Mid,4,On-site,82455
79170,79170,Data Analyst,Mid,11,Hybrid,82121
79171,79171,DevOps Engineer,Junior,0,Remote,60293
79172,79172,Data Scientist,Senior,10,Remote,135241
79173,79173,Product Manager,Senior,8,Hybrid,120552
79174,79174,ML Engineer,Lead,7,Hybrid,171409
79175,79175,Data Scientist,Senior,3,Remote,40000
79176,79176,Data Analyst,Junior,11,Remote,40000
79177,79177,Product Manager,Senior,25,Remote,79297
79178,79178,Software Engineer,Lead,4,Hybrid,116901
79179,79179,Data Scientist,Manager,2,On-site,181359
79180,79180,Backend Developer,Junior,15,Hybrid,56743
79181,79181,Product Manager,Senior,3,Hybrid,149102
79182,79182,ML Engineer,Manager,10,Hybrid,140856
79183,79183,Cybersecurity Engineer,Junior,5,Hybrid,56271
79184,79184,Backend Developer,Senior,0,Remote,94354
79185,79185,ML Engineer,Senior,9,On-site,106685
79186,79186,Software Engineer,Lead,5,On-site,40000
79187,79187,Full Stack Developer,Senior,0,Hybrid,101927
79188,79188,Software Engineer,Mid,14,Hybrid,40000
79189,79189,Full Stack Developer,Mid,25,Hybrid,64257
79190,79190,ML Engineer,Lead,17,Remote,141208
79191,79191,Cybersecurity Engineer,Mid,8,Remote,96127
79192,79192,Software Engineer,Senior,25,Remote,83371
79193,79193,Full Stack Developer,Junior,0,Hybrid,51540
79194,79194,Software Engineer,Mid,13,Remote,103795
79195,79195,DevOps Engineer,Mid,24,Remote,91547
79196,79196,Product Manager,Senior,3,Remote,40000
79197,79197,Backend Developer,Senior,10,Hybrid,105474
79198,79198,Cloud Engineer,Principal,5,Hybrid,204546
79199,79199,Product Manager,Junior,7,Hybrid,50567
79200,79200,Software Engineer,Manager,14,On-site,125033
79201,79201,Data Analyst,Junior,2,On-site,50727
79202,79202,Frontend Developer,Lead,2,Hybrid,126259
79203,79203,Product Manager,Mid,9,Hybrid,84809
79204,79204,Data Scientist,Manager,0,Hybrid,43166
79205,79205,QA Engineer,Manager,5,Remote,74150
79206,79206,Software Engineer,Junior,0,Remote,55136
79207,79207,ML Engineer,Junior,2,Hybrid,51636
79208,79208,Data Scientist,Manager,17,Hybrid,40922
79209,79209,Backend Developer,Lead,10,Hybrid,123757
79210,79210,DevOps Engineer,Junior,8,Hybrid,40000
79211,79211,ML Engineer,Mid,4,Hybrid,99423
79212,79212,Cybersecurity Engineer,Junior,13,On-site,64420
79213,79213,Data Analyst,Junior,3,Remote,44471
79214,79214,Data Scientist,Manager,4,On-site,158232
79215,79215,ML Engineer,Senior,16,On-site,144687
79216,79216,Cybersecurity Engineer,Senior,4,Remote,147468
79217,79217,Data Scientist,Mid,20,Remote,85571
79218,79218,Frontend Developer,Senior,8,Hybrid,109697
79219,79219,Product Manager,Senior,12,Remote,40000
79220,79220,Backend Developer,Mid,9,On-site,68789
79221,79221,Product Manager,Senior,11,On-site,40000
79222,79222,ML Engineer,Senior,12,On-site,159813
79223,79223,Backend Developer,Lead,14,Remote,110662
79224,79224,Full Stack Developer,Lead,20,Hybrid,133454
79225,79225,Software Engineer,Senior,3,Remote,40000
79226,79226,Software Engineer,Mid,22,Hybrid,40000
79227,79227,Software Engineer,Junior,4,Remote,59923
79228,79228,Data Scientist,Junior,0,On-site,54434
79229,79229,Software Engineer,Senior,14,Hybrid,40000
79230,79230,Cloud Engineer,Principal,15,Hybrid,166501
79231,79231,Full Stack Developer,Mid,15,Remote,71124
79232,79232,Data Analyst,Senior,5,Hybrid,108490
79233,79233,Full Stack Developer,Manager,0,Remote,131222
79234,79234,Frontend Developer,Mid,4,Remote,72522
79235,79235,ML Engineer,Mid,10,Remote,68173
79236,79236,Data Analyst,Mid,6,Remote,48673
79237,79237,Data Analyst,Senior,0,Remote,89392
79238,79238,Frontend Developer,Junior,8,Hybrid,41493
79239,79239,ML Engineer,Junior,3,Remote,63220
79240,79240,Full Stack Developer,Junior,7,On-site,40000
79241,79241,Software Engineer,Senior,15,On-site,93008
79242,79242,Frontend Developer,Mid,0,Remote,80768
79243,79243,Product Manager,Principal,11,On-site,129663
79244,79244,DevOps Engineer,Junior,5,Hybrid,61472
79245,79245,Data Analyst,Mid,9,Remote,69787
79246,79246,Data Scientist,Junior,5,Remote,49908
79247,79247,Software Engineer,Junior,5,Remote,40000
79248,79248,Data Scientist,Mid,4,On-site,67987
79249,79249,ML Engineer,Principal,11,Remote,60594
79250,79250,Product Manager,Junior,3,Remote,60875
79251,79251,Frontend Developer,Mid,6,On-site,58089
79252,79252,DevOps Engineer,Manager,0,Hybrid,128566
79253,79253,Backend Developer,Mid,2,On-site,90749
79254,79254,Data Scientist,Lead,3,Remote,137712
79255,79255,Software Engineer,Manager,13,Remote,110574
79256,79256,DevOps Engineer,Junior,0,Hybrid,55310
79257,79257,Full Stack Developer,Lead,0,Remote,105641
79258,79258,Backend Developer,Junior,17,Hybrid,52395
79259,79259,Frontend Developer,Mid,8,Remote,40000
79260,79260,ML Engineer,Senior,1,Hybrid,151681
79261,79261,Software Engineer,Senior,7,Remote,40000
79262,79262,Backend Developer,Mid,5,Hybrid,99413
79263,79263,Data Scientist,Senior,3,Hybrid,40000
79264,79264,Data Scientist,Mid,11,Remote,107004
79265,79265,Cybersecurity Engineer,Lead,0,Hybrid,158692
79266,79266,DevOps Engineer,Senior,9,Remote,87830
79267,79267,Data Analyst,Lead,7,On-site,75481
79268,79268,Data Scientist,Principal,8,Hybrid,198243
79269,79269,Data Analyst,Principal,13,Remote,144977
79270,79270,Software Engineer,Junior,16,On-site,44963
79271,79271,Cybersecurity Engineer,Lead,21,On-site,125853
79272,79272,Data Scientist,Mid,2,Hybrid,40000
79273,79273,Data Analyst,Lead,11,Hybrid,40000
79274,79274,Full Stack Developer,Lead,15,On-site,40560
79275,79275,Data Scientist,Mid,7,Remote,105217
79276,79276,Product Manager,Principal,11,Hybrid,45112
79277,79277,Backend Developer,Principal,16,Remote,179222
79278,79278,QA Engineer,Mid,4,Hybrid,65093
79279,79279,Frontend Developer,Mid,17,Remote,86792
79280,79280,Data Scientist,Mid,9,Hybrid,81995
79281,79281,Backend Developer,Mid,11,Hybrid,40000
79282,79282,Cybersecurity Engineer,Mid,17,Hybrid,40000
79283,79283,Frontend Developer,Lead,1,Hybrid,153670
79284,79284,Software Engineer,Senior,15,On-site,150658
79285,79285,Data Scientist,Junior,5,Hybrid,75027
79286,79286,Cybersecurity Engineer,Manager,19,Hybrid,178457
79287,79287,Software Engineer,Senior,8,Hybrid,73383
79288,79288,Frontend Developer,Mid,8,Remote,40000
79289,79289,Frontend Developer,Mid,4,Remote,100170
79290,79290,Software Engineer,Senior,9,Remote,91296
79291,79291,DevOps Engineer,Manager,12,Hybrid,153369
79292,79292,Data Scientist,Mid,7,Remote,94261
79293,79293,Software Engineer,Mid,23,Hybrid,88163
79294,79294,Software Engineer,Manager,6,Hybrid,55342
79295,79295,Backend Developer,Junior,4,On-site,40000
79296,79296,DevOps Engineer,Senior,5,On-site,126330
79297,79297,DevOps Engineer,Manager,11,Remote,174510
79298,79298,Data Scientist,Mid,0,Remote,107030
79299,79299,Data Analyst,Senior,18,Hybrid,62853
79300,79300,ML Engineer,Mid,7,Remote,40000
79301,79301,Frontend Developer,Manager,21,Remote,40000
79302,79302,Cybersecurity Engineer,Mid,17,Remote,82128
79303,79303,DevOps Engineer,Mid,15,Remote,40000
79304,79304,ML Engineer,Manager,10,Remote,144530
79305,79305,Data Scientist,Lead,2,Remote,40220
79306,79306,Cloud Engineer,Lead,3,On-site,136427
79307,79307,Data Scientist,Junior,1,Remote,58949
79308,79308,Software Engineer,Junior,2,Remote,40000
79309,79309,Software Engineer,Junior,12,Remote,55531
79310,79310,Data Scientist,Junior,12,Remote,66959
79311,79311,Backend Developer,Senior,2,Remote,73093
79312,79312,ML Engineer,Lead,4,Remote,165927
79313,79313,Data Scientist,Junior,2,Remote,51056
79314,79314,Frontend Developer,Senior,17,Hybrid,102557
79315,79315,Cybersecurity Engineer,Junior,0,Remote,51536
79316,79316,Data Analyst,Junior,23,Hybrid,56854
79317,79317,Backend Developer,Junior,13,Hybrid,67566
79318,79318,Software Engineer,Mid,0,Hybrid,40000
79319,79319,Full Stack Developer,Mid,5,Remote,63972
79320,79320,Frontend Developer,Junior,11,On-site,40000
79321,79321,Frontend Developer,Senior,2,Hybrid,77340
79322,79322,Product Manager,Junior,4,Remote,73926
79323,79323,QA Engineer,Junior,25,Remote,56706
79324,79324,Software Engineer,Junior,3,On-site,72289
79325,79325,DevOps Engineer,Junior,1,Remote,40000
79326,79326,Product Manager,Junior,15,Hybrid,60528
79327,79327,ML Engineer,Senior,1,On-site,40000
79328,79328,DevOps Engineer,Lead,13,Hybrid,169611
79329,79329,Full Stack Developer,Manager,12,Remote,53902
79330,79330,QA Engineer,Mid,22,Remote,66130
79331,79331,Data Analyst,Manager,15,Remote,123414
79332,79332,Data Scientist,Senior,9,Hybrid,96833
79333,79333,Data Analyst,Manager,9,On-site,55863
79334,79334,Cybersecurity Engineer,Mid,25,Remote,53199
79335,79335,Data Scientist,Mid,7,Remote,84995
79336,79336,Product Manager,Lead,8,Hybrid,168575
79337,79337,Backend Developer,Mid,7,Hybrid,82121
79338,79338,Frontend Developer,Manager,9,Remote,100781
79339,79339,Full Stack Developer,Junior,7,Hybrid,75147
79340,79340,DevOps Engineer,Senior,2,Hybrid,92679
79341,79341,Data Scientist,Senior,5,Remote,97985
79342,79342,Software Engineer,Manager,4,Remote,164991
79343,79343,Backend Developer,Mid,7,Hybrid,40000
79344,79344,Software Engineer,Mid,4,Hybrid,73397
79345,79345,ML Engineer,Senior,7,Remote,136978
79346,79346,Full Stack Developer,Junior,10,Remote,40000
79347,79347,Full Stack Developer,Principal,10,Hybrid,132180
79348,79348,ML Engineer,Mid,0,On-site,118050
79349,79349,Backend Developer,Senior,22,Hybrid,134796
79350,79350,Software Engineer,Mid,19,Remote,40000
79351,79351,Frontend Developer,Senior,14,Hybrid,78146
79352,79352,ML Engineer,Senior,15,Hybrid,129309
79353,79353,ML Engineer,Junior,2,Remote,44640
79354,79354,Software Engineer,Junior,3,Remote,40000
79355,79355,Frontend Developer,Manager,6,Remote,130049
79356,79356,Backend Developer,Senior,0,On-site,126087
79357,79357,Full Stack Developer,Lead,6,Hybrid,121585
79358,79358,Software Engineer,Lead,24,On-site,40000
79359,79359,Software Engineer,Junior,12,On-site,64256
79360,79360,Software Engineer,Senior,19,Hybrid,77668
79361,79361,Cybersecurity Engineer,Lead,20,Hybrid,118561
79362,79362,Software Engineer,Lead,2,Remote,111306
79363,79363,Cybersecurity Engineer,Senior,7,Remote,44697
79364,79364,ML Engineer,Senior,4,On-site,140128
79365,79365,Software Engineer,Senior,15,On-site,119364
79366,79366,Software Engineer,Junior,14,Hybrid,40000
79367,79367,ML Engineer,Mid,20,On-site,42083
79368,79368,Backend Developer,Mid,11,On-site,90618
79369,79369,ML Engineer,Manager,17,Hybrid,43731
79370,79370,Software Engineer,Senior,4,On-site,109551
79371,79371,Cloud Engineer,Senior,1,On-site,73288
79372,79372,DevOps Engineer,Mid,15,Hybrid,71647
79373,79373,Cybersecurity Engineer,Senior,8,Remote,97177
79374,79374,Data Scientist,Junior,13,On-site,52884
79375,79375,ML Engineer,Senior,20,Hybrid,78736
79376,79376,Software Engineer,Junior,10,Remote,63313
79377,79377,Product Manager,Senior,18,Hybrid,96935
79378,79378,DevOps Engineer,Lead,16,On-site,52694
79379,79379,Data Analyst,Junior,10,Remote,49750
79380,79380,Backend Developer,Mid,4,Remote,62648
79381,79381,Software Engineer,Mid,17,Remote,89325
79382,79382,Data Analyst,Junior,13,Hybrid,53219
79383,79383,DevOps Engineer,Senior,9,Hybrid,147101
79384,79384,Data Analyst,Manager,2,Hybrid,109214
79385,79385,Full Stack Developer,Junior,12,On-site,40000
79386,79386,QA Engineer,Junior,12,Hybrid,50132
79387,79387,DevOps Engineer,Junior,2,Hybrid,79121
79388,79388,Data Scientist,Junior,11,Hybrid,49200
79389,79389,DevOps Engineer,Senior,6,On-site,119276
79390,79390,Software Engineer,Mid,1,Remote,107260
79391,79391,QA Engineer,Junior,6,Remote,42691
79392,79392,Frontend Developer,Mid,16,Remote,66235
79393,79393,ML Engineer,Mid,6,On-site,127235
79394,79394,Frontend Developer,Mid,25,On-site,52200
79395,79395,Software Engineer,Manager,10,Hybrid,58619
79396,79396,ML Engineer,Manager,25,Remote,183049
79397,79397,Cybersecurity Engineer,Junior,0,Hybrid,52154
79398,79398,Data Scientist,Junior,1,Remote,59224
79399,79399,Full Stack Developer,Mid,7,Hybrid,97539
79400,79400,Data Analyst,Senior,0,Remote,78159
79401,79401,Full Stack Developer,Mid,6,Hybrid,97049
79402,79402,Software Engineer,Senior,22,Remote,102733
79403,79403,ML Engineer,Junior,6,On-site,40000
79404,79404,Data Scientist,Lead,0,Remote,45187
79405,79405,Product Manager,Mid,12,Remote,111892
79406,79406,Product Manager,Junior,19,Hybrid,61394
79407,79407,ML Engineer,Senior,1,Remote,128085
79408,79408,Cloud Engineer,Mid,1,Remote,59328
79409,79409,Software Engineer,Mid,9,On-site,59698
79410,79410,Software Engineer,Junior,0,On-site,40000
79411,79411,DevOps Engineer,Mid,7,On-site,40000
79412,79412,Data Scientist,Senior,18,Hybrid,40000
79413,79413,DevOps Engineer,Mid,7,Hybrid,71116
79414,79414,Data Analyst,Junior,11,Remote,40000
79415,79415,Software Engineer,Mid,13,Remote,107553
79416,79416,ML Engineer,Mid,2,On-site,92053
79417,79417,Software Engineer,Mid,1,Hybrid,40000
79418,79418,Full Stack Developer,Senior,16,Remote,121912
79419,79419,Data Analyst,Lead,12,Remote,45256
79420,79420,ML Engineer,Manager,9,Hybrid,107212
79421,79421,Product Manager,Senior,11,Hybrid,80041
79422,79422,DevOps Engineer,Mid,8,Hybrid,78867
79423,79423,ML Engineer,Junior,11,Hybrid,76524
79424,79424,DevOps Engineer,Mid,1,Remote,101990
79425,79425,Data Analyst,Senior,10,On-site,76048
79426,79426,Data Scientist,Lead,4,Remote,47189
79427,79427,Backend Developer,Junior,25,Hybrid,40000
79428,79428,Software Engineer,Principal,12,Remote,119612
79429,79429,ML Engineer,Lead,15,Hybrid,66298
79430,79430,Full Stack Developer,Lead,4,On-site,80003
79431,79431,Cybersecurity Engineer,Junior,17,Remote,70521
79432,79432,Software Engineer,Senior,8,On-site,138707
79433,79433,Cloud Engineer,Mid,15,Remote,87781
79434,79434,Data Analyst,Junior,2,On-site,40000
79435,79435,Product Manager,Junior,0,Hybrid,57695
79436,79436,Software Engineer,Principal,17,Hybrid,163846
79437,79437,Full Stack Developer,Senior,13,Hybrid,98170
79438,79438,Full Stack Developer,Junior,7,Hybrid,52273
79439,79439,Frontend Developer,Senior,23,Remote,72228
79440,79440,Frontend Developer,Senior,11,Remote,96509
79441,79441,Cloud Engineer,Mid,16,Hybrid,76910
79442,79442,Data Scientist,Manager,0,Hybrid,178678
79443,79443,Software Engineer,Senior,9,Remote,40000
79444,79444,Cybersecurity Engineer,Mid,6,On-site,40000
79445,79445,Software Engineer,Mid,1,Hybrid,60961
79446,79446,Data Scientist,Mid,2,Remote,100929
79447,79447,Cybersecurity Engineer,Mid,10,Remote,65828
79448,79448,Data Scientist,Senior,10,Remote,82371
79449,79449,Frontend Developer,Lead,9,Remote,41863
79450,79450,Backend Developer,Mid,6,Hybrid,80694
79451,79451,Cybersecurity Engineer,Junior,14,Hybrid,46961
79452,79452,Product Manager,Lead,0,Hybrid,45432
79453,79453,Product Manager,Lead,8,Hybrid,164446
79454,79454,Full Stack Developer,Mid,4,Remote,111313
